model,horizon_minutes,x_error_AE,y_error_AE,z_error_AE,satclockerror_AE,x_error_cumulative_MAE,y_error_cumulative_MAE,z_error_cumulative_MAE,satclockerror_cumulative_MAE
GRU,870,2.5170781829999997,3.614586476,4.672067917,1.0524686049999998,2.827972224191729,2.3957818281764167,2.453271850757237,2.082145432071627
GRU,885,1.187294898,2.237878993,3.3078270749999996,0.48975545800000003,2.800164133917293,2.393105508936139,2.4677558376088093,2.0551557714941415
GRU,900,1.945712657,0.955557628,0.936594328,0.700638399,2.7859232759686714,2.3691463775872026,2.4422364791153295,2.032580481952573
GRU,915,0.1530510450870737,2.479871001,4.965185814,3.60261721,2.7427614361181534,2.370961535348069,2.483596304277373,2.0583187889697436
GRU,930,0.482072814,0.657917014,0.813066303,0.094591064,2.70629871640657,2.3433317850037447,2.456652271998706,2.026645761147651
GRU,945,3.7531696779999995,0.238003607,6.016569745,3.196323298,2.722915715796942,2.309913877416384,2.513158898554282,2.045212071256419
GRU,960,1.177338894,2.031359426,1.2996665969999999,0.583062318,2.698766077956365,2.3055614641130027,2.494198081342496,2.022365981361787
GRU,975,1.341296133,1.7994978219999997,0.32878127599999996,1.1315402950000002,2.677881924957036,2.2977758696189565,2.4608839766449195,2.008660970802375
GRU,990,2.2802410149999996,0.884539792,1.65217292,1.572586112,2.6718570626849596,2.276363201776245,2.448630778816966,2.002053775972036
GRU,1005,0.8362301529999999,0.630457048,1.066545642,1.402917589,2.6444596461224976,2.2517974382870474,2.4280026424465633,1.9931114448231995
GRU,1020,6.074762776,4.447664420000001,3.078787099,2.339556044,2.6949052803854023,2.2840895997828263,2.437573002101761,1.9982062183405054
GRU,1035,1.408908809,1.373774176,5.995755867,1.865949389,2.676267650365324,2.2708966226265535,2.4891408697089816,1.9962894526978896
GRU,1050,3.038382801,2.605634157,2.839032176,3.1480578689999996,2.681440723945819,2.275678587403317,2.4941393169417108,2.012743287216491
GRU,1065,1.4955235627431274,3.0056982960000003,3.689587011,6.930260941,2.6647376653373307,2.2859605551300306,2.5109766084073204,2.082004099241611
GRU,1080,5.575427321,2.2550518405,4.372063593,5.3356080079999995,2.7051639105548677,2.2855312674268355,2.5368250387488853,2.127193042418811
GRU,1095,1.714128908,0.9260047449999997,5.015460015,3.459273175,2.6915880886020616,2.266907616434687,2.5707789425331473,2.145440715467868
GRU,1110,6.773538016573091,1.131814749,5.477145911887277,0.9650119779999997,2.7467495741151837,2.2515685236315157,2.6100541718487436,2.1294889757723565
GRU,1125,4.161475545,2.691345076,1.925816969,3.2783940599999997,2.7656125870603145,2.257432210996429,2.6009310091440936,2.144807710228725
GRU,1140,5.075497834,1.7246478200000002,3.200682493,7.761152428999999,2.796005813993731,2.2504218900622655,2.6088224760369347,2.2187069828441364
GRU,1155,1.152555298,6.741305551,9.11575122,1.30324289,2.774662300799007,2.3087450544900285,2.693328044140351,2.2068178387812254
GRU,1170,0.767357736,1.1138406650000001,3.986434783,2.612852604,2.748927626891328,2.2934257674452843,2.7099063356641926,2.2120234126942866
GRU,1185,1.7507869189999998,1.114583171,1.8843232630000002,2.826535599,2.7362929343863747,2.2785037092624325,2.6994559170228736,2.2198020479639795
GRU,1200,1.4485069210000001,1.12962364,3.265293793,2.352996935,2.7201956092190445,2.264142708396652,2.7065288904725877,2.2214669840519297
GRU,1215,3.902444224,4.324077829,4.689194136999999,2.1582807489999998,2.7347912711299207,2.289574006181879,2.7310062391951484,2.22068690707598
GRU,1230,4.704941379,5.307910423,5.535612701,1.5114904070000001,2.7588174919576045,2.326382986874783,2.765208757022037,2.212038169270175
GRU,1245,3.9878289469999997,4.979600238,1.8082683400000006,1.2761799150000002,2.7736248588858263,2.3583494597799057,2.7536793544073137,2.200762768616318
